time,NearestPointAverage2,PressureDifference,NearestPointAverage2_trend,NearestPointAverage2_dt,NearestPointAverage2_lowess,PressureDifference_trend,PressureDifference_dt,PressureDifference_lowess
1952,4.662647274694924,0.11703216601068879,4.5842547273884975,0.07839254730642686,-0.14586112907263377,-0.3791929094031856,0.4962250754138744,-0.006336437896694332
1953,4.318027456100905,-0.5918076409325611,4.597332532934568,-0.2793050768336629,-0.2861546150375865,-0.3686411193312554,-0.22316652160130573,-0.0299503879468885
1954,9.495722399262315,-0.037597668159241836,4.610389600094545,4.885332799167769,-0.3908393781441093,-0.35811737744296246,0.32051970928372064,-0.06586656798450824
1955,4.021400794416579,-0.5639633708896576,4.623426745632373,-0.6020259512157944,-0.4883917503640003,-0.3476108482320852,-0.21635252265757243,-0.12137993129511156
1956,2.5869092106694755,-1.2907780909494788,4.636444786312007,-2.049535575642531,-0.6023044300503979,-0.3371106961923918,-0.9536673947570871,-0.18122358660854657
1957,4.384222792389038,0.8359296007451872,4.649444538897391,-0.2652217465083524,-0.718500200159472,-0.3266060858176605,1.1625356865628476,-0.22574611920980278
1958,3.3419742996280237,-1.1878434727273461,4.662426820152472,-1.3204525205244484,-0.8101182656577183,-0.31608618160166646,-0.8717572911256797,-0.2507482524296358
1959,1.3481129005368127,-2.1843314345002702,4.6753924468411965,-3.327279546304384,-0.8664038488809088,-0.305540148038188,-1.8787912864620822,-0.2603141521252109
1960,2.1905074021403443,-4.505612110736018,4.688342235727519,-2.4978348335871745,-0.9037192173798873,-0.2949571496209932,-4.210654961115025,-0.2729064169666132
1961,6.802306746583335,2.234683038196879,4.701277003575383,2.1010297430079525,-0.9365233001950903,-0.2843263508438605,2.5190093890407397,-0.29988453548049404
1962,6.206799600374933,0.6074777694866257,4.714197567148737,1.4926020332261958,-0.9477556098545751,-0.273636916200565,0.8811146856871908,-0.3307442207884093
1963,1.8267058503820781,-2.594068290823833,4.727104743211525,-2.900398892829447,-0.9476030021099848,-0.26287801018488505,-2.331190280638948,-0.35830718640869025
1964,1.6145038072093638,0.053614611464907674,4.739999348527704,-3.12549554131834,-0.9504425572910411,-0.2520387972905886,0.3056534087554963,-0.3829801525408382
1965,5.176532789633171,0.2987630957562177,4.752882199861216,0.42365058977195513,-0.9403814981106584,-0.2411084420114542,0.5398715377676719,-0.39318225440714405
1966,5.772254108747459,-1.35712870739317,4.765754113976009,1.00649999477145,-0.8995394912256429,-0.23007610884125684,-1.127052598551913,-0.3808562040745073
1967,10.88071370751555,2.9425814908148276,4.778615907636029,6.102097799879521,-0.837079895320277,-0.21893096227377523,3.1615124530886027,-0.3466411167962238
1968,2.9203891964911364,-1.4697939566409655,4.791468397605231,-1.8710792011140942,-0.7861288690631537,-0.20766216680277688,-1.2621317898381885,-0.3166051074162049
1969,1.5569973646964574,-3.744403276327928,4.804312400647557,-3.2473150359511,-0.7499290798278707,-0.19625888692204035,-3.5481443894058873,-0.3009566761587884
1970,6.095235296888361,-0.3798542828487521,4.817148733526954,1.2780865633614065,-0.7022333115362821,-0.18471028712534482,-0.1951439957234073,-0.29363694668772816
1971,2.301798399925343,-0.24736113881244606,4.829978213007376,-2.528179813082033,-0.6297221712348526,-0.17300553190645718,-0.07435560690598889,-0.28464246215952527
1972,1.96387277654012,-2.832775929731495,4.842801655852768,-2.878928879312648,-0.5532109156462665,-0.1611337857591566,-2.6716421439723383,-0.27957268153036324
1973,6.744140554588363,2.23339486912012,4.855619878827078,1.888520675761285,-0.4811452110589649,-0.14908421317721787,2.382479082297338,-0.2700260995512272
1974,9.290681172008643,0.20561856251693045,4.868433698694249,4.422247473314394,-0.3836836058163977,-0.13684597865442005,0.3424645411713505,-0.2243385809720817
1975,4.090765986185609,1.7695549115747191,4.881243932218236,-0.7904779460326274,-0.22863827092141387,-0.12440824668452988,1.893963158259249,-0.13818378183820879
1976,2.0715938837958907,-2.4891816010008356,4.894051396162986,-2.8224575123670954,-0.04343699314646233,-0.11176018176132663,-2.377421419239509,-0.04047536656225618
1977,5.49643086718107,-0.09363302299621755,4.906856907292445,0.5895739598886252,0.12664327012479115,-0.09889094837858525,0.005257925382367704,0.03429275413947285
1978,6.273349312516009,-0.3213416797873296,4.919661282370558,1.3536880301454515,0.2516371757059012,-0.08578971103008481,-0.23555196875724477,0.06407232838470042
1979,4.77758421024635,0.0463414106778199,4.932465338161279,-0.15488112791492892,0.32474600053987424,-0.07244563420959205,0.11878704488741194,0.049861742507724606
1980,4.734337164914466,-1.2417880300627873,4.945269891428554,-0.21093272651408768,0.3692185319145594,-0.0588478824108859,-1.1829401476519013,0.020726934064646766
1981,6.939797642984142,0.8366232302481015,4.95807575893633,1.9817218840478121,0.40266597802938336,-0.04498562012774143,0.8816088503758429,0.015357780977130467
1982,4.820277146547979,1.9206274172943765,4.970883757448551,-0.1506066109005717,0.4610360870326514,-0.030848011853938262,1.9514754291483147,0.062371733392488124
1983,10.323477817248401,4.4190214325851365,4.983694703729173,5.339783113519228,0.5458370365003373,-0.016424222083242235,4.435445654668379,0.16620964306282007
1984,4.781047402789764,-1.9381028699832779,4.99650941454214,-0.21546201175237556,0.6326408536256649,-0.0017034153094328541,-1.936399454673845,0.30612992872325817
1985,5.5986106852426785,-1.363718187670135,5.0093287066514,0.5892819785912788,0.6994456811482823,0.013325243973714929,-1.37704343164385,0.44468701705282637
1986,4.259655167356154,0.7380287509151465,5.022153396820897,-0.7624982294647431,0.7526160758862711,0.028672591272421055,0.7093561596427255,0.5621679303081073
1987,2.7336192272466606,-2.278823590773643,5.034984301814587,-2.3013650745679266,0.7948173252142364,0.044349462092920455,-2.3231730528665633,0.6641513039896284
1988,8.954959990007763,0.862089341995484,5.047822238396414,3.9071377516113497,0.8189896080453896,0.060366691941433404,0.8017226500540506,0.7575897020115353
1989,5.960435189748183,2.9649758147637746,5.060668023330321,0.8997671664178615,0.8206027895541187,0.07673511632417951,2.888240698439595,0.8478997654699143
1990,10.477334455269421,4.250865823109674,5.073522473380265,5.403811981889156,0.8256590995295426,0.09346557074739426,4.1574002523622795,0.9448888086925712
1991,3.2483577532461254,0.20388448875978882,5.086386405310191,-1.8380286520640654,0.8600573279166063,0.11056889071729747,0.09331559804249134,1.055786016668494
1992,6.500840713249978,2.670282365983528,5.099260635884045,1.4015800773659333,0.9221110260513612,0.12805591174011444,2.542226454243414,1.166806399530873
1993,6.074922283971157,0.1843142277866012,5.112145981865771,0.9627763021053859,0.9832259446453561,0.14593746932206386,0.038376758464537336,1.2441734189250098
1994,8.232976789493284,2.4094776729138414,5.125043260019326,3.107933529473958,0.9973688124362943,0.1642243989693828,2.2452532739444586,1.2523304173603542
1995,5.050681800594038,1.7296216701966478,5.137953287108654,-0.08727148651461558,0.9374765043430209,0.18292753618829016,1.5466941340083578,1.1846741472550577
1996,-0.8909577479934816,-4.953102230000128,5.150876879897702,-6.041834627891183,0.8079898168909232,0.20205771648501125,-5.1551599464851385,1.0607634347647659
1997,3.8903110361356625,0.30723528468378547,5.163814855150414,-1.2735038190147514,0.6423997606390256,0.22162577536576444,0.08560950931802103,0.9020500273208344
